;ADR;AVG_PRICE;STANDARD_DEVIATION;COEF_OF_VARIATION;AVG_PRICE_>_0;year_house;house_info
0;"
 Лукинская ул., 10
 ";182450.975;22329.321699827226;0.12238532405665262;True;Дом 2010 года;25 этажейМонолитное зданиеЦентральное отопление2,50 м потолки480 квартирГаза нетЛифтМусоропровод
1;"
 12-я Парковая ул., 5
 ";197831.25;49847.736218032005;0.25197099152955865;True;Дом 1952 года;5 этажейКирпично-монолитное здание3,50 м потолкиЛифт
2;"
 Покровская ул., 17к2
 ";140767.275;28461.645651637486;0.20218936291575926;True;Дом 2017 года;17 этажейПанельное здание2,75 м потолки160 квартирГаза нетЛифтМусоропровод
3;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
4;"
 ул. Лавриненко, 1
 ";128101.3;16427.625945644122;0.12823933828652886;True;Дом;17 этажей2,80 м потолкиЛифтМусоропровод
5;"
 Ангарская ул., 45к3
 ";168808.55;23299.869611169503;0.13802541169371754;True;Дом 2008 года;20 этажейМонолитное зданиеЦентральное отопление2,80 м потолки133 квартирыГаза нетЛифтМусоропровод
6;"
 Россошанская ул., 9к3
 ";156568.6;23647.177374688927;0.15103397089000556;True;Дом 1971 года;9 этажейПанельное зданиеЦентральное отопление2,70 м потолки283 квартирыГазЛифтМусоропровод
7;"
 Окская ул., 40
 ";140242.11538461538;24553.507481427834;0.17507941472566638;True;Дом 1963 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
8;"
 Заповедная ул., 8
 ";172331.1;21866.85040855221;0.12688859067546257;True;Дом 1983 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки191 квартираГаза нетЛифтМусоропровод
9;"
 Енисейская ул., 29
 ";186151.9;26214.038141614124;0.14082068537368744;True;Дом 1978 года;12 этажейПанельное зданиеЦентральное отопление286 квартирГаза нетЛифтМусоропровод
10;"
 ул. Вертолётчиков, 1
 ";120724.15;19363.7654235301;0.16039678410268454;True;Дом 2017 года;Панельное здание2,70 м потолки480 квартирГаза нетЛифтМусоропровод
11;nan;0.0;0.0;0.0;False;nan;nan
12;"
 ул. Юных Ленинцев, 121к1
 ";143224.02777777778;23016.741154219453;0.16070446775824204;True;Дом 1962 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
13;"
 ш. Энтузиастов, 80к1
 ";143519.675;18156.091607760052;0.12650594148683833;True;Дом 1974 года;16 этажейПанельное зданиеЦентральное отопление2,70 м потолки77 квартирГаза нетЛифтМусоропровод
14;"
 ул. Генерала Ермолова, 10/6
 ";0.0;0.0;0.0;False;"
 ул. Генерала Ермолова, 10/6
 ";"
 ул. Генерала Ермолова, 10/6
 "
15;"
 11-я Парковая ул., 41к2
 ";161790.65384615384;21076.270911478237;0.13026877888459235;True;Дом 1962 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
16;"
 Авиационная ул., 59
 ";251261.65;24076.331950226555;0.09582175373848956;True;Дом 2004 года;25 этажейМонолитное здание3,00 м потолки572 квартирыГаза нетЛифтМусоропровод
17;"
 Каширское ш., 57к3
 ";156749.9;13939.765732966966;0.08892998166484933;True;Дом 1988 года;17 этажейПанельное здание2,70 м потолки203 квартирыГаза нетЛифтМусоропровод
18;"
 Россошанская ул., 11к3
 ";155446.075;22323.98344201534;0.14361239704518328;True;Дом 1972 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки139 квартирГазЛифтМусоропровод
19;"
 Молодёжная ул., 3
 ";0.0;0.0;0.0;False;"
 Молодёжная ул., 3
 ";"
 Молодёжная ул., 3
 "
20;"
 ул. Академика Скрябина, 26к3
 ";158214.3;21720.399704195133;0.13728468099403868;True;Дом 1967 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки144 квартирыГазЛифтМусоропровод
21;"
 2-й Грайвороновский пр., 38к1
 ";166112.175;23293.56011850432;0.1402278918959692;True;Дом 2017 года;24 этажаПанельное здание2,80 м потолки276 квартирГаза нетЛифтМусоропровод
22;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
23;"
 ул. Плеханова, 3к1
 ";174574.9705882353;19281.419985976278;0.11044779169091072;True;Дом 1962 года;9 этажейКирпичное зданиеЦентральное отопление2,50 м потолки72 квартирыГазЛифтМусоропровод
24;"
 ул. Госпитальный Вал, 10/12
 ";0.0;0.0;0.0;False;"
 ул. Госпитальный Вал, 10/12
 ";"
 ул. Госпитальный Вал, 10/12
 "
25;"
 ул. Паршина, 10А
 ";265110.85;18899.75634836333;0.07129001452925572;True;Дом 2019 года;20 этажейМонолитное здание3,10 м потолкиЛифтМусоропровод
26;"
 1-й Нагатинский пр., 14
 ";244505.3;41612.09544603588;0.17018893024419463;True;Дом 2016 года;19 этажейМонолитное зданиеЦентральное отопление3,00 м потолки259 квартирГаза нетЛифтМусоропровод
27;"
 Дмитровское ш., 1Б
 ";0.0;0.0;0.0;False;"
 Дмитровское ш., 1Б
 ";"
 Дмитровское ш., 1Б
 "
28;"
 Заводской пр., 20
 ";177178.425;20636.997985278165;0.11647579543208021;True;Дом 1965 года;5 этажейКирпичное зданиеЦентральное отопление152 квартирыГазЛифт отсутствуетМусоропровода нет
29;"
 ул. Константина Федина, 8
 ";151029.8947368421;26729.2810423616;0.17698006801193433;True;Дом 1958 года;5 этажейКирпичное зданиеЦентральное отопление2,80 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
30;"
 Алма-Атинская ул., 3к2
 ";152953.525;13758.266664059649;0.08995063477000383;True;Дом 1985 года;14 этажейПанельное зданиеЦентральное отопление2,65 м потолки442 квартирыГаза нетЛифтМусоропровод
31;"
 Сормовская ул., 10к2
 ";138207.20833333334;37974.67826392034;0.27476626379958113;True;Дом 1974 года;9 этажейПанельное здание2,64 м потолки143 квартирыГазЛифтМусоропровод
32;"
 Можайское ш., 34к1
 ";164324.59375;22291.74778766149;0.13565679536427572;True;Дом 1974 года;14 этажейПанельное здание2,64 м потолкиЛифтМусоропровод
33;"
 Олонецкий пр.
 ";0.0;0.0;0.0;False;"
 Олонецкий пр.
 ";"
 Олонецкий пр.
 "
34;"
 ул. Вучетича, 28к5
 ";194313.8;18048.58259328601;0.0928836891321461;True;Дом 1967 года;12 этажейБлочное зданиеЦентральное отопление92 квартирыГазЛифтМусоропровод
35;"
 Сельскохозяйственная ул., 38к2
 ";0.0;0.0;0.0;False;"
 Сельскохозяйственная ул., 38к2
 ";"
 Сельскохозяйственная ул., 38к2
 "
36;"
 д. Марусино, Заречная ул., 33к10
 ";98093.45;12528.610589267271;0.12772117393431745;True;Дом 2014 года;5 этажейКирпичное здание160 квартирГаза нетЛифт отсутствуетМусоропровода нет
37;"
 рабочий пос. Дрожжино, Южная ул., 14
 ";0.0;0.0;0.0;False;"
 рабочий пос. Дрожжино, Южная ул., 14
 ";"
 рабочий пос. Дрожжино, Южная ул., 14
 "
38;"
 Кусковская ул., 23к5
 ";130296.11538461539;40660.185372961714;0.3120598434798973;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление100 квартирГазЛифт отсутствуетМусоропровода нет
39;"
 ул. Дмитрия Ульянова, 43к1
 ";210167.375;27779.164534491945;0.13217638815012056;True;Дом 1966 года;9 этажейКирпичное здание2,64 м потолки287 квартирГазЛифтМусоропровод
40;"
 Совхозная ул., 10к2
 ";154739.525;29324.056670238773;0.189505924037435;True;Дом 2002 года;14 этажейПанельное здание249 квартирЛифтМусоропровод
41;"
 Ярославское ш., 111к2
 ";136693.52631578947;24217.62681747244;0.17716732803808766;True;Дом 1972 года;9 этажейПанельное зданиеЦентральное отопление144 квартирыГазЛифтМусоропровод
42;"
 Краснобогатырская ул., 21
 ";166059.85;39552.50602967529;0.23818223387336127;True;Дом 1974 года;Монолитное здание2,64 м потолки427 квартирГазЛифтМусоропровод
43;"
 Ленинский пр-т, 82/2
 ";0.0;0.0;0.0;False;"
 Ленинский пр-т, 82/2
 ";"
 Ленинский пр-т, 82/2
 "
44;"
 Рублёвское ш., 70к5
 ";227451.175;33702.588965009425;0.14817504884294147;True;Дом 2017 года;Монолитное здание2,87 м потолки348 квартирГаза нетЛифтМусоропровод
45;"
 Мичуринский пр-т, 25к4
 ";219458.55;30736.353831375316;0.14005539465824102;True;Дом 1994 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки271 квартираГаза нетЛифтМусоропровод
46;"
 ул. Красных Зорь, 49
 ";176592.68421052632;24191.840038049875;0.13699231169287504;True;Дом 1968 года;12 этажейПанельное зданиеЛифтМусоропровод
47;"
 ул. Академика Павлова, 12к1
 ";165917.42307692306;19661.70101056107;0.11850293143382214;True;Дом 1964 года;5 этажейКирпичное зданиеЦентральное отоплениеГазЛифт отсутствуетМусоропровода нет
48;"
 ул. Корнейчука, 34
 ";0.0;0.0;0.0;False;"
 ул. Корнейчука, 34
 ";"
 ул. Корнейчука, 34
 "
49;"
 ул. Борисовские Пруды, 48к2
 ";140238.6;15352.739576049611;0.10947584742039361;True;Дом 1989 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки339 квартирГаза нетЛифтМусоропровод
50;"
 ул. Лавриненко, 1
 ";128101.3;16427.625945644122;0.12823933828652886;True;Дом;17 этажей2,80 м потолкиЛифтМусоропровод
51;"
 ул. Главмосстроя, 9
 ";165053.7;24733.802948798635;0.14985306569194531;True;Дом 2006 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки412 квартирГаза нетЛифтМусоропровод
52;"
 Чертановская ул., 31к1
 ";184773.625;27768.803926967666;0.15028553954585058;True;Дом 1970 года;12 этажейПанельное зданиеЦентральное отопление84 квартирыЛифтМусоропровод
53;"
 Варшавское ш., 56с2
 ";171374.9411764706;45046.74720511178;0.2628549243890074;True;Дом 1957 года;5 этажейКирпичное здание5,60 м потолкиЛифт отсутствуетМусоропровода нет
54;"
 12-я Парковая ул., 7
 ";0.0;0.0;0.0;False;"
 12-я Парковая ул., 7
 ";"
 12-я Парковая ул., 7
 "
55;"
 Большая Филёвская ул., 23к1
 ";220981.95;66917.20474136305;0.30281751401579654;True;Дом 1989 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки199 квартирГаза нетЛифтМусоропровод
56;"
 Профсоюзная ул., 128
 ";220397.85;24749.63739486904;0.11229527599688037;True;Дом 2018 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки320 квартирГаза нетЛифтМусоропровод
57;"
 5-я Парковая ул., 33
 ";146021.42307692306;40670.64783786675;0.2785252121289199;True;Дом 1957 года;5 этажейКирпичное зданиеЦентральное отопление86 квартирГазЛифт отсутствуетМусоропровода нет
58;"
 Базовская ул., 15к4
 ";139773.675;21243.46757168836;0.1519847537219606;True;Дом 2014 года;17 этажейПанельное зданиеЦентральное отопление3,00 м потолки204 квартирыГаза нетЛифтМусоропровод
59;"
 Ташкентская ул., 35
 ";145074.875;17512.378285355047;0.1207126891224621;True;Дом 1967 года;9 этажейКирпичное здание128 квартирГаза нетЛифтМусоропровод
60;"
 ул. Лётчика Ульянина, 7
 ";129876.625;16518.19979550965;0.12718377764674474;True;Дом 2017 года;19 этажейМонолитное здание3,00 м потолкиЛифтМусоропровод
61;"
 Полярная ул., 17к2
 ";179929.125;18318.093225261604;0.10180727119782083;True;Дом 2012 года;14 этажейПанельное зданиеЦентральное отопление2,74 м потолки268 квартирГаза нетЛифтМусоропровод
62;"
 Ленинградское ш., 24к2
 ";193041.47368421053;25177.694723010227;0.13042634954288368;True;Дом 1963 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГазЛифтМусоропровод
63;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
64;"
 Крутицкая наб., 11
 ";212003.7;35355.65502801497;0.16676904708745632;True;Дом 1968 года;16 этажейПанельное здание111 квартирГазЛифтМусоропровод
65;"
 3-й Волоколамский пр., 14к1
 ";177425.5;12764.93071857423;0.07194529939932101;True;Дом 1958 года;5 этажейКирпичное здание60 квартирЛифт отсутствуетМусоропровода нет
66;"
 Саларьевская ул., 16к2
 ";204227.33333333334;26222.86636802994;0.12840037589498274;True;Дом 2019 года;25 этажейМонолитное здание4,19 м потолкиЛифт
67;"
 1-я Вольская ул., 18к1
 ";131055.725;16090.1569724902;0.12277340018904324;True;Дом 2007 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки193 квартирыГаза нетЛифтМусоропровод
68;"
 Варшавское ш., 152к7
 ";169879.45;18038.24071791648;0.10618259429210819;True;Дом 1991 года;17 этажейПанельное здание475 квартирГаза нетЛифтМусоропровод
69;"
 Новопетровская ул., 1к4
 ";186762.4;27878.342941968414;0.14927171069748738;True;Дом 1965 года;9 этажейКирпичное зданиеЦентральное отопление2,50 м потолки108 квартирГазЛифтМусоропровод
70;"
 Муравская ул., 42к2
 ";183532.8;30961.816155710247;0.1686990889678044;True;Дом 2019 года;25 этажейПанельное здание2,70 м потолки225 квартирЛифтМусоропровод
71;"
 Волжский б-р, 24
 ";129144.82352941176;53556.09338181604;0.4146979485369698;True;Дом 1960 года;5 этажейКирпичное зданиеЦентральное отопление60 квартирГазЛифт отсутствуетМусоропровода нет
72;"
 ул. Маршала Тухачевского, 16к2
 ";224366.7;17982.156682667402;0.08014628143422087;True;Дом 2004 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки127 квартирГазЛифтМусоропровод
73;"
 Новосходненское ш., 84с2
 ";117187.5;7812.5;0.06666666666666667;True;Дом 2010 года;2 этажа3 квартирыЛифт отсутствуетМусоропровода нет
74;"
 3-й Павелецкий пр., 11А
 ";186909.975;32392.463492676427;0.1733051619779866;True;Дом 1974 года;14 этажейБлочное здание2,64 м потолки98 квартирГазЛифтМусоропровод
75;"
 Новокуркинское ш., 45
 ";184910.225;22924.92105819287;0.12397865536204324;True;Дом 2003 года;16 этажейКирпичное здание3,00 м потолкиГаза нетЛифтМусоропровод
76;"
 Болотниковская ул., 1к3
 ";0.0;0.0;0.0;False;"
 Болотниковская ул., 1к3
 ";"
 Болотниковская ул., 1к3
 "
77;"
 Муравская ул., 42к1
 ";190430.675;32346.93502666636;0.16986199847617178;True;Дом 2019 года;25 этажейМонолитное здание2,70 м потолкиЛифтМусоропровод
78;"
 Производственная ул., 8к2
 ";0.0;0.0;0.0;False;"
 Производственная ул., 8к2
 ";"
 Производственная ул., 8к2
 "
79;"
 ул. Молодцова, 29к2
 ";194639.05;23268.083104276124;0.11954478355846951;True;Дом 2008 года;23 этажаМонолитное здание2,80 м потолки330 квартирГаза нетЛифтМусоропровод
80;"
 Ленинский пр-т, 43
 ";262072.85;25417.65649066609;0.09698698850592913;True;Дом 1959 года;8 этажейКирпичное зданиеЦентральное отопление2,80 м потолкиГазЛифтМусоропровод
81;"
 пр-т Андропова, 44к2
 ";190896.425;29772.957992856114;0.15596393695092045;True;Дом 1964 года;8 этажейКирпичное здание2,64 м потолкиГазЛифтМусоропровод
82;"
 ул. Красного Маяка, 11к1
 ";154349.1;31092.57396694587;0.2014431828040842;True;Дом 1970 года;9 этажейПанельное здание355 квартирГазЛифтМусоропровод
83;"
 Солнцевский пр-т, 5
 ";143090.85;17342.69615075753;0.12120059494200731;True;Дом 1979 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки199 квартирГаза нетЛифтМусоропровод
84;"
 ул. Саморы Машела, 2А
 ";201651.375;39516.343692634;0.1959636709277782;True;Дом 2017 года;7 этажейМонолитное здание3,00 м потолкиЛифтМусоропровод
85;"
 Шелепихинское ш., 13с4
 ";236222.175;23307.637716945384;0.09866828851671265;True;Дом 2004 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки192 квартирыЛифтМусоропровод
86;"
 ул. Пестеля, 9
 ";136505.29166666666;48681.89178010578;0.35663007042234285;True;Дом;5 этажейКирпичное здание3,30 м потолкиЛифт отсутствуетМусоропровода нет
87;"
 Ленинский пр-т, 110к1
 ";98685.375;12549.031167160874;0.12716201531544946;True;Дом 1976 года;9 этажейПанельное зданиеЦентральное отопление2,55 м потолки62 квартирыГазЛифтМусоропровод
88;"
 12-я Парковая ул., 5
 ";197831.25;49847.736218032005;0.25197099152955865;True;Дом 1952 года;5 этажейКирпично-монолитное здание3,50 м потолкиЛифт
89;"
 11-я Парковая ул., 37к3
 ";148289.0;14537.425864910809;0.09803441836488755;True;Дом 1963 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
90;"
 Покровская ул., 41
 ";131289.65;13415.6271276262;0.10218343279631106;True;Дом 2009 года;22 этажаПанельное зданиеЦентральное отопление2,70 м потолки174 квартирыГаза нетЛифтМусоропровод
91;"
 рабочий пос. Бутово, жилой комплекс Бутово Парк, 25
 ";134280.975;17475.081933266436;0.13013818177345254;True;Дом 2014 года;25 этажейМонолитное здание2,65 м потолкиЛифтМусоропровод
92;"
 4-й Новомихалковский пр., 8
 ";177193.0;8013.034668588424;0.045222072365095824;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное здание2,48 м потолки60 квартирГазЛифт отсутствуетМусоропровода нет
93;"
 Скаковая ул., 34к1
 ";205282.36111111112;31155.381123538387;0.15176842742312002;True;Дом 1959 года;5 этажейКирпичное зданиеЦентральное отопление60 квартирГазЛифт отсутствуетМусоропровода нет
94;"
 Щёлковское ш., 97
 ";139322.425;21802.59966023261;0.15649023953058963;True;Дом 1996 года;22 этажаПанельное зданиеЦентральное отопление2,70 м потолки167 квартирГаза нетЛифтМусоропровод
95;"
 Болотниковская ул., 26к1
 ";161998.125;21999.19565444856;0.13579907578836828;True;Дом 1960 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное здание2,70 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
96;"
 ул. Обручева, 19к3
 ";214306.4;46403.75972472489;0.2165299763549987;True;Дом 1999 года;22 этажаПанельное здание2,64 м потолки174 квартирыЛифтМусоропровод
97;"
 Каширское ш., 26к2
 ";195371.46666666667;16491.7057450775;0.08441204862946977;True;Дом 1965 года;9 этажейПанельное здание3,20 м потолки68 квартирГазЛифтМусоропровод
98;"
 Измайловский пр., 3к2
 ";171553.08333333334;12324.227524530244;0.071839149055595;True;Дом 1959 года;Панельное зданиеЛифт
99;"
 Изумрудная ул., 18
 ";168234.3;35375.72466339028;0.21027652900383742;True;Дом 2015 года;11 этажейМонолитное здание3,30 м потолкиЛифтМусоропровода нет
100;"
 ул. Дубки, 11
 ";197135.325;33373.9407939694;0.1692945736334642;True;Дом 1965 года;9 этажейКирпичное здание2,50 м потолки180 квартирГазЛифтМусоропровод
101;"
 2-я Кабельная ул., 15
 ";192309.525;34057.27890186436;0.17709616256326544;True;Дом 1930 года;6 этажейКирпичное зданиеЦентральное отопление3,00 м потолки60 квартирГазЛифтМусоропровод
102;"
 Чонгарский б-р, 27к2
 ";168365.95;17091.540091445826;0.10151423189454771;True;Дом 1961 года;6 этажейКирпичное здание2,70 м потолки68 квартирГазЛифтМусоропровода нет
103;"
 Планетная ул., 20
 ";180165.9090909091;22479.734220584087;0.1247724074660603;True;Дом 1959 года;5 этажейКирпичное зданиеЦентральное отопление80 квартирЛифт отсутствуетМусоропровода нет
104;"
 12-я Парковая ул., 7
 ";0.0;0.0;0.0;False;"
 12-я Парковая ул., 7
 ";"
 12-я Парковая ул., 7
 "
105;"
 Сиреневый б-р, 60
 ";147602.3076923077;15988.842505777466;0.10832379761370578;True;Дом 1968 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки141 квартираГазЛифтМусоропровод
106;"
 11-я Парковая ул., 41к2
 ";161790.65384615384;21076.270911478237;0.13026877888459235;True;Дом 1962 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
107;"
 1-й Нагатинский пр., 14
 ";244505.3;41612.09544603588;0.17018893024419463;True;Дом 2016 года;19 этажейМонолитное зданиеЦентральное отопление3,00 м потолки259 квартирГаза нетЛифтМусоропровод
108;"
 Ленинградское ш., 48к2
 ";168877.55;26588.099705460336;0.15744010796852712;True;Дом 1963 года;5 этажейПанельное зданиеЦентральное отопление80 квартирГазЛифт отсутствуетМусоропровода нет
109;"
 Ярославское ш., 57
 ";155574.225;21650.791332521196;0.1391669560463579;True;Дом 1975 года;16 этажейБлочное зданиеЦентральное отопление2,48 м потолки111 квартирГаза нетЛифтМусоропровод
110;"
 Юрловский пр., 14к1
 ";185155.375;13408.50138473256;0.07241756489506482;True;Дом 2011 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки424 квартирыГаза нетЛифтМусоропровод
111;"
 Оренбургская ул., 14
 ";137586.0;11716.824458871099;0.08516000507952189;True;Дом 1963 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление80 квартирГазЛифт отсутствуетМусоропровода нет
112;"
 Боровское ш., 21
 ";151779.125;20705.169806340036;0.13641645256776935;True;Дом 1988 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки406 квартирГаза нетЛифтМусоропровод
113;"
 Варшавское ш., 13
 ";198848.575;38611.95105526753;0.19417766033911746;True;Дом 1961 года;9 этажейКирпичное зданиеЦентральное отопление150 квартирГазЛифтМусоропровод
114;nan;0.0;0.0;0.0;False;nan;nan
115;"
 Люберцы, Вертолётная ул., 46
 ";121694.85;13590.22337114074;0.11167459733210354;True;Дом 2018 года;17 этажейМонолитное здание2,70 м потолки432 квартирыГаза нетЛифтМусоропровод
116;"
 Ленинградское ш., 35
 ";220175.725;23293.712930732512;0.10579600875951475;True;Дом 1973 года;16 этажейПанельное зданиеЦентральное отопление134 квартирыГаза нетЛифтМусоропровод
117;"
 Варшавское ш., 65к1
 ";171867.875;22841.705486004652;0.13290270497616063;True;Дом 1963 года;9 этажейКирпичное зданиеГазЛифтМусоропровод
118;"
 11-я Парковая ул., 21
 ";183970.3;29212.8808817275;0.15879128795097633;True;Дом 1972 года;9 этажейКирпичное зданиеЦентральное отопление2,64 м потолки128 квартирГазЛифтМусоропровод
119;"
 Боровское ш., 46
 ";148519.225;26767.875311170574;0.18023171957146;True;Дом 1989 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки317 квартирГаза нетЛифтМусоропровод
120;"
 Боровское ш., 2к4
 ";230373.725;37700.773961543215;0.16365049426336797;True;Дом;14 этажейЛифт
121;"
 Высоковольтный пр., 1к3
 ";165781.4;23934.51858383619;0.14437396827289545;True;Дом 2009 года;22 этажаПанельное зданиеЦентральное отопление2,70 м потолки252 квартирыЛифтМусоропровод
122;"
 пр. Русанова, 35
 ";166059.09375;38368.909378524964;0.23105575558715805;True;Дом 1964 года;9 этажейБлочное зданиеЦентральное отопление67 квартирГазЛифтМусоропровод
123;"
 ул. Петра Романова, 2
 ";190733.6;29912.35043656717;0.15682790256445203;True;Дом 1961 года;8 этажейКирпичное зданиеЦентральное отопление2,70 м потолки196 квартирГазЛифтМусоропровод
124;"
 ул. Марьинский Парк, 25к2
 ";148309.875;15241.30274482385;0.10276660771795439;True;Дом 2003 года;18 этажейПанельное здание2,64 м потолки119 квартирЛифтМусоропровод
125;"
 Нарвская ул., 5
 ";132030.33333333334;7280.092940493426;0.055139548289358443;True;Дом 1967 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отоплениеГазЛифт отсутствуетМусоропровода нет
126;"
 Саларьевская ул., 13к3
 ";0.0;0.0;0.0;False;"
 Саларьевская ул., 13к3
 ";"
 Саларьевская ул., 13к3
 "
127;"
 Ленинградское ш., 108
 ";201478.95;24015.128471392778;0.11919423081861791;True;Дом 2014 года;37 этажейМонолитное зданиеЦентральное отопление427 квартирГазЛифтМусоропровод
128;"
 Байкальская ул., 18к1
 ";178951.1;16445.401101523792;0.0918988545000494;True;Дом 2002 года;Монолитное зданиеЦентральное отопление2,80 м потолки472 квартирыГаза нетЛифтМусоропровод
129;"
 ул. Цандера, 7
 ";222115.675;31044.79974600215;0.13976861266545978;True;Дом 1972 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки754 квартирыГазЛифтМусоропровод
130;"
 ул. Гришина, 2к1
 ";182869.175;26659.275894974624;0.14578332239413572;True;Дом 2004 года;14 этажейПанельное здание2,64 м потолки263 квартирыГаза нетЛифтМусоропровод
131;"
 б-р Андрея Тарковского, 5
 ";0.0;0.0;0.0;False;"
 б-р Андрея Тарковского, 5
 ";"
 б-р Андрея Тарковского, 5
 "
132;"
 1-я Дубровская ул., 4Б
 ";217033.8076923077;41148.734054757646;0.18959596429831277;True;Дом 1927 года;5 этажейКирпичное зданиеЦентральное отопление60 квартирГазЛифтМусоропровод
133;"
 Бирюлёвская ул., 52к1
 ";127368.9;15683.972119332528;0.12313816103721181;True;Дом 1973 года;9 этажейПанельное зданиеЦентральное отопление276 квартирГазЛифтМусоропровод
134;"
 Врачебный пр., 10к2
 ";181699.125;30460.997008623584;0.1676452597590857;True;Дом 1967 года;9 этажейКирпичное зданиеЦентральное отопление2,60 м потолки180 квартирГазЛифтМусоропровод
135;"
 ул. Плещеева, 16
 ";166540.1;24200.09157916556;0.14531089857136845;True;Дом 1981 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки325 квартирГаза нетЛифтМусоропровод
136;"
 Федеративный пр-т, 37
 ";155895.73333333334;25598.25987306342;0.16420115756683154;True;Дом 1960 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейКирпичное зданиеЦентральное отопление80 квартирГазЛифт отсутствуетМусоропровода нет
137;"
 ул. Цюрупы, 12к1
 ";190336.4;32854.23930393154;0.17261143587843178;True;Дом 1963 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
138;"
 ул. Намёткина, 9к3
 ";223986.725;27869.086058738543;0.12442293648759115;True;Дом 1998 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки450 квартирГаза нетЛифтМусоропровод
139;"
 ул. Клары Цеткин, 7
 ";159217.43333333332;30968.335510844336;0.1945034212805696;True;Дом 1958 года;5 этажейКирпичное зданиеГазЛифт отсутствуетМусоропровода нет
140;"
 Нагорная ул., 5к3
 ";188151.3125;31943.815623526312;0.16977726702558246;True;Дом 1970 года;12 этажейБлочное зданиеЦентральное отопление2,64 м потолки84 квартирыГазЛифтМусоропровод
141;"
 Пятницкое ш., 36к1
 ";166824.725;21233.504110235197;0.12728031837148357;True;Дом 1996 года;16 этажейПанельное зданиеЦентральное отопление150 квартирГаза нетЛифтМусоропровод
142;"
 Бакунинская ул., 38-42с1
 ";217461.325;50371.709119002255;0.23163525339046956;True;Дом 1979 года;16 этажейБлочное зданиеЦентральное отопление150 квартирГаза нетЛифтМусоропровод
143;"
 Бирюлёвская ул., 56
 ";125771.71428571429;25488.735828452795;0.20265872953397374;True;Дом 1978 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки216 квартирГаза нетЛифтМусоропровод
144;"
 Аминьевское ш., 32
 ";170723.35;22378.374362931278;0.13107975190816767;True;Дом 1974 года;9 этажейПанельное здание2,64 м потолки128 квартирГазЛифтМусоропровод
